instrument_token,trading_symbol,instrument_type,lot_size,tick_size,isin,segment,expiry,strike,option_type,exchange_token,exchange,last_price,margin_rate
101000000023759,SDL AP 7.41% 2047,5,100,0.01,IN1020240215,0,2024-10-04,,,10,NSE,741AP47,-1.0
101000000023760,SDL JK 7.41% 2049,5,100,0.01,IN4920240012,0,2024-10-04,,,10,NSE,741JK49,-1.0
101000000023762,GOI TBILL 182D-14/11/24,7,100,0.01,IN002024Y076,0,2024-10-04,,,10,NSE,182D141124,-1.0
101000000023763,GOI TBILL 364D-15/05/25,7,100,0.01,IN002024Z073,0,2024-10-04,,,10,NSE,364D150525,-1.0
101000000023764,PREMIER ROADLINES LIMITED,0,2000,0.05,INE0CFG01012,0,2024-10-04,,,10,NSE,PRLIND,-1.0
101000000023768,MFL 9.02% 2027,2,1,0.01,INE414G07JF9,0,2024-10-04,,,10,NSE,902MFL27,-1.0
101000000023775,VERITAAS ADVERTISING LTD,0,1200,0.05,INE0SRI01019,0,2024-10-04,,,10,NSE,VERITAAS,-1.0
101000000023782,MANDEEP AUTO INDUSTRIES L,0,2000,0.05,INE0R3T01013,0,2024-10-04,,,10,NSE,MANDEEP,-1.0
101000000023783,ABS MARINE SERVICES LTD,0,1000,0.05,INE0QRV01016,0,2024-10-04,,,10,NSE,ABSMARINE,-1.0
101000000023787,HFL 8.94% 2025 SR 63,2,1,0.01,INE957N07781,0,2024-10-04,,,10,NSE,894HFL25,-1.0
101000000023789,INDIAN EMULSIFIERS LTD,0,1000,0.05,INE0RRU01016,0,2024-10-04,,,10,NSE,IEML,-1.0
101000000023793,QUEST LABORATORIES LTD,0,1200,0.05,INE0TNW01017,0,2024-10-04,,,10,NSE,QUESTLAB,-1.0
101000000023797,NABARD 7.70% 2027 SR 25A,2,1,0.01,INE261F08EI9,0,2024-10-04,,,10,NSE,770NABAR27,-1.0
101000000023799,GO DIGIT GENERAL INS LTD,0,1,0.05,INE03JT01014,0,2024-10-04,,,10,NSE,GODIGIT,-1.0
10100000002380,SDL CG 7.08% 2029,5,100,0.01,IN3520200111,0,2024-10-04,,,10,NSE,708CG29,-1.0
101000000023804,ADITYBIRLA SL GOLD ETF-GR,9,1,0.01,INF209KB18D3,0,2024-10-04,,,10,NSE,BSLGOLDETF,-1.0
101000000023806,BIRLASLAMC-ABSLPSE,9,1,0.01,INF209KB19Z4,0,2024-10-04,,,10,NSE,ABSLPSE,-1.0
101000000023809,TCL 8.137% 2029 SR A,2,1,0.01,INE976I07CV5,0,2024-10-04,,,10,NSE,8137TCL24,-1.0
10100000002381,SDL GJ 7.07% 2031,5,100,0.01,IN1520200271,0,2024-10-04,,,10,NSE,707GJ31,-1.0
101000000023812,SDL JK 7.38% 2051,5,100,0.01,IN4920240020,0,2024-10-04,,,10,NSE,738JK51,-1.0
101000000023813,SDL RJ 7.42% 2032,5,100,0.01,IN2920240057,0,2024-10-04,,,10,NSE,742RJ32,-1.0
101000000023814,SDL RJ 7.41% 2034,5,100,0.01,IN2920240065,0,2024-10-04,,,10,NSE,741RJ34,-1.0
101000000023815,SDL HR 7.42% 2034,5,100,0.01,IN1620240037,0,2024-10-04,,,10,NSE,742HR34,-1.0
101000000023816,SDL MN 7.43% 2036,5,100,0.01,IN2320240012,0,2024-10-04,,,10,NSE,743MN36,-1.0
101000000023817,SDL AP 7.4% 2041,5,100,0.01,IN1020240223,0,2024-10-04,,,10,NSE,74AP41,-1.0
101000000023818,SDL AP 7.38% 2044,5,100,0.01,IN1020240231,0,2024-10-04,,,10,NSE,738AP44,-1.0
101000000023820,GOI TBILL 182D-22/11/24,7,100,0.01,IN002024Y084,0,2024-10-04,,,10,NSE,182D221124,-1.0
101000000023821,GOI TBILL 364D-23/05/25,7,100,0.01,IN002024Z081,0,2024-10-04,,,10,NSE,364D230525,-1.0
101000000023822,HOAC FOODS INDIA LIMITED,0,3000,0.05,INE0S6S01017,0,2024-10-04,,,10,NSE,HOACFOODS,-1.0
10100000002383,SDL MH 7.08% 2031,5,100,0.01,IN2220200348,0,2024-10-04,,,10,NSE,708MH31,-1.0
101000000023833,RULKA ELECTRICALS LIMITED,0,600,0.05,INE0R7301013,0,2024-10-04,,,10,NSE,RULKA,-1.0
101000000023834,SFL 8.0650% 2026 SR Y1,2,1,0.01,INE660A07RS6,0,2024-10-04,,,10,NSE,80650SFL26,-1.0
101000000023837,CHOLA 8.65% 2029 SR 642,2,1,0.01,INE121A07SC1,0,2024-10-04,,,10,NSE,865CIF29,-1.0
10100000002384,SDL SK 7.19% 2031,5,100,0.01,IN3020200058,0,2024-10-04,,,10,NSE,719SK31,-1.0
101000000023845,UTI-FIIF II-QIP- V-RG,8,1,0.01,INF789F01GW9,0,2024-10-04,,,10,NSE,UFIS2QPRG5,-1.0
101000000023848,UTI-FIIF II-QIP- V-RDP,8,1,0.01,INF789F01GU3,0,2024-10-04,,,10,NSE,UFIS2QPRP5,-1.0
10100000002385,NAVNEET EDUCATION LTD,0,1,0.01,INE060A01024,0,2024-10-04,,,10,NSE,NAVNETEDUL,-1.0
101000000023851,UTI-FIIF II-QIP- V-RDR,8,1,0.01,INF789F01GV1,0,2024-10-04,,,10,NSE,UFIS2QPRR5,-1.0
101000000023854,GOI LOAN  7.02% 2027,6,1,0.01,IN0020240043,0,2024-10-04,,,10,NSE,702GS2027,-1.0
101000000023855,MIRAEAMC - MIDSMALL,9,1,0.01,INF769K01LJ8,0,2024-10-04,,,10,NSE,MIDSMALL,-1.0
10100000002386,SDL GA 7.2% 2031,5,100,0.01,IN1420200272,0,2024-10-04,,,10,NSE,72GA31,-1.0
101000000023864,AWFIS SPACE SOLUTIONS LTD,0,1,0.05,INE108V01019,0,2024-10-04,,,10,NSE,AWFIS,-1.0
101000000023869,SDL TN 7.34% 2029,5,100,0.01,IN3120240061,0,2024-10-04,,,10,NSE,734TN29,-1.0
10100000002387,SDL UP 7.2% 2031,5,100,0.01,IN3320200303,0,2024-10-04,,,10,NSE,72UP31,-1.0
101000000023870,SDL TN 7.38% 2033,5,100,0.01,IN3120240079,0,2024-10-04,,,10,NSE,738TN33,-1.0
101000000023871,SDL AS 7.37% 2034,5,100,0.01,IN1220240031,0,2024-10-04,,,10,NSE,737AS34,-1.0
101000000023872,SDL RJ 7.37% 2034,5,100,0.01,IN2920240073,0,2024-10-04,,,10,NSE,737RJ34B,-1.0
101000000023873,SDL TN 7.38% 2034,5,100,0.01,IN3120240087,0,2024-10-04,,,10,NSE,738TN34,-1.0
101000000023874,SDL KL 7.36% 2036,5,100,0.01,IN2020240031,0,2024-10-04,,,10,NSE,736KL36,-1.0
101000000023875,SDL PN 7.37% 2036,5,100,0.01,IN2820240090,0,2024-10-04,,,10,NSE,737PN36,-1.0
101000000023876,SDL KL 7.34% 2055,5,100,0.01,IN2020240049,0,2024-10-04,,,10,NSE,734KL55,-1.0
101000000023877,SDL RJ 7.36% 2037,5,100,0.01,IN2920240081,0,2024-10-04,,,10,NSE,736RJ37,-1.0
101000000023878,SDL MZ 7.37% 2039,5,100,0.01,IN2520240010,0,2024-10-04,,,10,NSE,737MZ39,-1.0
101000000023879,SDL RJ 7.37% 2039,5,100,0.01,IN2920240099,0,2024-10-04,,,10,NSE,737RJ39,-1.0
10100000002388,NELCO LTD,0,1,0.05,INE045B01015,0,2024-10-04,,,10,NSE,NELCO,-1.0
101000000023880,SDL WB 7.37% 2040,5,100,0.01,IN3420240019,0,2024-10-04,,,10,NSE,737WB40,-1.0
101000000023881,SDL RJ 7.34% 2045,5,100,0.01,IN2920240107,0,2024-10-04,,,10,NSE,734RJ45,-1.0
101000000023882,SDL JK 7.34% 2054,5,100,0.01,IN4920240038,0,2024-10-04,,,10,NSE,734JK54,-1.0
101000000023883,SDL AP 7.34% 2048,5,100,0.01,IN1020240249,0,2024-10-04,,,10,NSE,734AP48,-1.0
101000000023884,SDL AP 7.34% 2049,5,100,0.01,IN1020240256,0,2024-10-04,,,10,NSE,734AP49,-1.0
101000000023886,GOI TBILL 182D-28/11/24,7,100,0.01,IN002024Y092,0,2024-10-04,,,10,NSE,182D281124,-1.0
101000000023887,GOI TBILL 364D-29/05/25,7,100,0.01,IN002024Z099,0,2024-10-04,,,10,NSE,364D290525,-1.0
10100000002389,SDL AS 7.24% 2031,5,100,0.01,IN1220200308,0,2024-10-04,,,10,NSE,724AS31,-1.0
101000000023891,GSM FOILS LIMITED,0,4000,0.05,INE0SQY01018,0,2024-10-04,,,10,NSE,GSMFOILS,-1.0
101000000023892,THDC 7.76% 2034 SR X,2,1,0.01,INE812V08045,0,2024-10-04,,,10,NSE,776TIL34,-1.0
101000000023894,REC 7.58% 2029 SR 234-B,2,1,0.01,INE020B08FD6,0,2024-10-04,,,10,NSE,758RECL29,-1.0
101000000023896,REC 7.70% 2026 SR 234-A,2,1,0.01,INE020B08FC8,0,2024-10-04,,,10,NSE,770RECL26,-1.0
101000000023898,SIHFC 8.25% 2027 SR 26,2,1,0.01,INE213W07285,0,2024-10-04,,,10,NSE,825SMFG27,-1.0
101000000023900,CHOLA 8.65% 2029 SR 643,2,1,0.01,INE121A07SD9,0,2024-10-04,,,10,NSE,865CIFL29,-1.0
101000000023907,LHFL 7.68% 2034 TR 441,2,1,0.01,INE115A07QR5,0,2024-10-04,,,10,NSE,768LIC34,-1.0
10100000002391,SDL JH 7.2% 2035,5,100,0.01,IN3720200051,0,2024-10-04,,,10,NSE,72JH35,-1.0
101000000023912,VILAS TRANSCORE LIMITED,0,1000,0.05,INE0AZY01017,0,2024-10-04,,,10,NSE,VILAS,-1.0
101000000023913,NHB 7.59% 2027,2,1,0.01,INE557F08FY4,0,2024-10-04,,,10,NSE,759NHB27,-1.0
101000000023915,BFAM - LIQUIDBETF,9,1,0.01,INF0QA701854,0,2024-10-04,,,10,NSE,LIQUIDBETF,-1.0
101000000023919,GOI LOAN  7.04% 2029,6,1,0.01,IN0020240050,0,2024-10-04,,,10,NSE,704GS2029,-1.0
101000000023920,PFC 7.44% 2034 SR 239,2,1,0.01,INE134E08NA9,0,2024-10-04,,,10,NSE,744PFCL34,-1.0
101000000023922,BEACON TRUSTEESHIP LTD,0,2000,0.05,INE639X01027,0,2024-10-04,,,10,NSE,BEACON,-1.0
101000000023926,SEC RE NCD 9.25% SR I,2,1,0.01,INE148I07SZ8,0,2024-10-04,,,10,NSE,925SCL26C,-1.0
101000000023928,SEC RE NCD 9.65% SR I,2,1,0.01,INE148I07TE1,0,2024-10-04,,,10,NSE,965SCL26A,-1.0
101000000023930,SEC RE NCD 8.88% SR II,2,1,0.01,INE148I07TD3,0,2024-10-04,,,10,NSE,888SCL26A,-1.0
101000000023932,SEC RE NCD 9.25% SR II,2,1,0.01,INE148I07TC5,0,2024-10-04,,,10,NSE,925SCL26D,-1.0
101000000023934,SEC RE NCD SR III,2,1,0.01,INE148I07TB7,0,2024-10-04,,,10,NSE,SCFL310524,-1.0
101000000023937,SEC RE NCD SR III,2,1,0.01,INE148I07TA9,0,2024-10-04,,,10,NSE,SCL310524,-1.0
10100000002394,SDL TR 7.34% 2036,5,100,0.01,IN3220200056,0,2024-10-04,,,10,NSE,734TR36,-1.0
101000000023942,SEC RE NCD 9.4% SR IV,2,1,0.01,INE148I07TI2,0,2024-10-04,,,10,NSE,94SCL27,-1.0
101000000023944,SEC RE NCD 9.9% SR IV,2,1,0.01,INE148I07TF8,0,2024-10-04,,,10,NSE,99SCL27,-1.0
101000000023946,SEC RE NCD 9.02% SR V,2,1,0.01,INE148I07TH4,0,2024-10-04,,,10,NSE,902SCL27A,-1.0
101000000023948,SEC RE NCD 9.48% SR V,2,1,0.01,INE148I07TL6,0,2024-10-04,,,10,NSE,948SCL27A,-1.0
10100000002395,SDL AP 7.22% 2037,5,100,0.01,IN1020200581,0,2024-10-04,,,10,NSE,722AP37,-1.0
101000000023950,SEC RE NCD SR VI,2,1,0.01,INE148I07TM4,0,2024-10-04,,,10,NSE,SCL310524A,-1.0
101000000023952,SEC RE NCD 10.15% SR VII,2,1,0.01,INE148I07TR3,0,2024-10-04,,,10,NSE,1015SCL29,-1.0
101000000023955,SEC RE NCD 9.25% SR VIII,2,1,0.01,INE148I07TQ5,0,2024-10-04,,,10,NSE,925SCL29A,-1.0
101000000023958,SEC RE NCD 9.71% SR VIII,2,1,0.01,INE148I07TG6,0,2024-10-04,,,10,NSE,971SCL29A,-1.0
101000000023961,SEC RE NCD 10% SR IX,2,1,0.01,INE148I07TO0,0,2024-10-04,,,10,NSE,10SCL31A,-1.0
101000000023964,SEC RE NCD 10.5% SR IX,2,1,0.01,INE148I07TK8,0,2024-10-04,,,10,NSE,1050SCL31,-1.0
101000000023967,SEC RE NCD 10.03% SR X,2,1,0.01,INE148I07TW3,0,2024-10-04,,,10,NSE,1003SCL31,-1.0
10100000002397,SANDHAR TECHNOLOGIES LTD,0,1,0.05,INE278H01035,0,2024-10-04,,,10,NSE,SANDHAR,-1.0
101000000023970,SEC RE NCD 10.75% SR XI,2,1,0.01,INE148I07TP7,0,2024-10-04,,,10,NSE,1075SCL34,-1.0
101000000023972,SEC RE NCD 9.80% SR XII,2,1,0.01,INE148I07TU7,0,2024-10-04,,,10,NSE,98SCL34,-1.0
101000000023974,SEC RE NCD 10.25% SR XII,2,1,0.01,INE148I07TN2,0,2024-10-04,,,10,NSE,1025SCL34A,-1.0
101000000023976,Z-TECH (INDIA) LIMITED,0,1200,0.05,INE0ISZ01012,0,2024-10-04,,,10,NSE,ZTECH,-1.0
10100000002398,SDL KA 7.22% 2038,5,100,0.01,IN1920200590,0,2024-10-04,,,10,NSE,722KA38,-1.0
101000000023980,TFSIL 8.17% 2027 SR S46,2,1,0.01,INE692Q07506,0,2024-10-04,,,10,NSE,817TFSIL27,-1.0
101000000023982,SICCL 8.277% 2027 SR 107,2,1,0.01,INE535H07CH0,0,2024-10-04,,,10,NSE,8277SMF27,-1.0
101000000023987,AIMTRON ELECTRONICS LTD,0,800,0.05,INE0RUV01018,0,2024-10-04,,,10,NSE,AIMTRON,-1.0
101000000023988,MFL 9.09% 2029 SR 35A,2,1,0.01,INE414G07JG7,0,2024-10-04,,,10,NSE,909MFL29,-1.0
101000000023990,CHOLA 9% 2034 SR SD70,2,1,0.01,INE121A08PN2,0,2024-10-04,,,10,NSE,9CIFL34,-1.0
101000000023993,GOI TBILL 182D-05/12/24,7,100,0.01,IN002024Y100,0,2024-10-04,,,10,NSE,182D051224,-1.0
101000000023994,GOI TBILL 364D-05/06/25,7,100,0.01,IN002024Z107,0,2024-10-04,,,10,NSE,364D050625,-1.0
101000000023995,SDL HP 7.46% 2036,5,100,0.01,IN1720240044,0,2024-10-04,,,10,NSE,746HP36,-1.0
101000000023996,SDL TS 7.44% 2040,5,100,0.01,IN4520240099,0,2024-10-04,,,10,NSE,744TS40,-1.0
101000000023997,SDL RJ 7.43% 2034,5,100,0.01,IN2920240115,0,2024-10-04,,,10,NSE,743RJ34,-1.0
101000000023998,SDL TN 7.44% 2034,5,100,0.01,IN3120240103,0,2024-10-04,,,10,NSE,744TN34B,-1.0
101000000023999,SDL HP 7.44% 2034,5,100,0.01,IN1720240036,0,2024-10-04,,,10,NSE,744HP34,-1.0
10100000002400,SDL KA 7.35% 2039,5,100,0.01,IN1920200608,0,2024-10-04,,,10,NSE,735KA39,-1.0
101000000024000,SDL NL 7.45% 2034,5,100,0.01,IN2620240019,0,2024-10-04,,,10,NSE,745NL34,-1.0
101000000024001,SDL AP 7.43% 2046,5,100,0.01,IN1020240280,0,2024-10-04,,,10,NSE,743AP46,-1.0
101000000024002,SDL AP 7.38% 2049,5,100,0.01,IN1020240298,0,2024-10-04,,,10,NSE,738AP49,-1.0
101000000024003,SDL KL 7.38% 2055,5,100,0.01,IN2020240056,0,2024-10-04,,,10,NSE,738KL55,-1.0
101000000024004,SDL TN 7.43% 2032,5,100,0.01,IN3120240095,0,2024-10-04,,,10,NSE,743TN32,-1.0
101000000024005,SDL HR 7.43% 2034,5,100,0.01,IN1620240045,0,2024-10-04,,,10,NSE,743HR34,-1.0
101000000024006,SDL ML 7.45% 2034,5,100,0.01,IN2420240037,0,2024-10-04,,,10,NSE,745ML34,-1.0
101000000024007,SDL PN 7.48% 2035,5,100,0.01,IN2820240108,0,2024-10-04,,,10,NSE,748PN35,-1.0
101000000024008,SDL PN 7.47% 2037,5,100,0.01,IN2820240116,0,2024-10-04,,,10,NSE,747PN37,-1.0
101000000024009,SDL RJ 7.45% 2040,5,100,0.01,IN2920240123,0,2024-10-04,,,10,NSE,745RJ40,-1.0
101000000024010,SDL AP 7.43% 2042,5,100,0.01,IN1020240264,0,2024-10-04,,,10,NSE,743AP42B,-1.0
101000000024011,SDL TS 7.43% 2043,5,100,0.01,IN4520240107,0,2024-10-04,,,10,NSE,743TS43,-1.0
101000000024012,SDL AP 7.43% 2044,5,100,0.01,IN1020240272,0,2024-10-04,,,10,NSE,743AP44,-1.0
101000000024013,SDL JK 7.43% 2046,5,100,0.01,IN4920240046,0,2024-10-04,,,10,NSE,743JK46,-1.0
101000000024014,BOROSIL SCIENTIFIC LTD,0,1,0.01,INE02L001032,0,2024-10-04,,,10,NSE,BOROSCI,-1.0
101000000024022,TBI CORN LIMITED,0,1200,0.05,INE0N2D01013,0,2024-10-04,,,10,NSE,TBI,-1.0
101000000024023,IREDA 7.50% 2034 SRXVI A,2,1,0.01,INE202E08201,0,2024-10-04,,,10,NSE,75IREDA34,-1.0
101000000024025,KRONOX LAB SCIENCES LTD,0,1,0.01,INE0ATZ01017,0,2024-10-04,,,10,NSE,KRONOX,-1.0
101000000024035,TPL 8.25% 2027 SR Q,2,1,0.01,INE725H08196,0,2024-10-04,,,10,NSE,825TPL27,-1.0
101000000024037,GPU 10.9277% 2025 SR 1,2,1,0.01,INE0CU607015,0,2024-10-04,,,10,NSE,1092GPUI25,-1.0
101000000024039,SICCL 8.3040% 2029 SR108,2,1,0.01,INE535H07CI8,0,2024-10-04,,,10,NSE,830SMF29,-1.0
10100000002404,SDL KA 7.35% 2040,5,100,0.01,IN1920200616,0,2024-10-04,,,10,NSE,735KA40,-1.0
101000000024041,TVS HOLDINGS 8.65% 2029,2,1,0.01,INE105A08022,0,2024-10-04,,,10,NSE,865TVSH29,-1.0
101000000024048,SDL PY 7.38% 2038,5,100,0.01,IN3820240023,0,2024-10-04,,,10,NSE,738PY38A,-1.0
101000000024049,UTI-FIIF - AIP- I- IG,8,1,0.01,INF789F01FJ8,0,2024-10-04,,,10,NSE,UTFIAIPIGI,-1.0
101000000024050,SDL JK 7.35% 2049,5,100,0.01,IN4920240053,0,2024-10-04,,,10,NSE,735JK49,-1.0
101000000024051,SDL UK 7.39% 2030,5,100,0.01,IN3620240025,0,2024-10-04,,,10,NSE,739UK30,-1.0
101000000024053,SDL PY 7.4% 2030,5,100,0.01,IN3820240015,0,2024-10-04,,,10,NSE,74PY30,-1.0
101000000024054,SDL TN 7.39% 2032,5,100,0.01,IN3120240111,0,2024-10-04,,,10,NSE,739TN32,-1.0
101000000024055,UTI-FIIF - AIP- I- RG,8,1,0.01,INF789F01FG4,0,2024-10-04,,,10,NSE,UTFIAIPRGI,-1.0
101000000024056,SDL HR 7.38% 2034,5,100,0.01,IN1620240052,0,2024-10-04,,,10,NSE,738HR34,-1.0
101000000024057,SDL PN 7.41% 2034,5,100,0.01,IN2820240124,0,2024-10-04,,,10,NSE,741PN34A,-1.0
101000000024058,UTI-FIIF - AIP- I- RDP,8,1,0.01,INF789F01FE9,0,2024-10-04,,,10,NSE,UTFIAIPRPI,-1.0
10100000002406,NEULAND LAB LTD.,0,1,0.05,INE794A01010,0,2024-10-04,,,10,NSE,NEULANDLAB,-1.0
101000000024060,GOI TBILL 182D-12/12/24,7,100,0.01,IN002024Y118,0,2024-10-04,,,10,NSE,182D121224,-1.0
101000000024061,UTI-FIIF  -AIP- I- RDR,8,1,0.01,INF789F01FF6,0,2024-10-04,,,10,NSE,UTFIAIPRRI,-1.0
101000000024062,GOI TBILL 364D-12/06/25,7,100,0.01,IN002024Z115,0,2024-10-04,,,10,NSE,364D120625,-1.0
101000000024063,SHFL 8.05% 2029 SR 340,2,1,0.01,INE667F07IS9,0,2024-10-04,,,10,NSE,805SHFL29,-1.0
101000000024065,IRFC 7.44% 2034 SR.179,2,1,0.01,INE053F08395,0,2024-10-04,,,10,NSE,744IRF34,-1.0
101000000024067,LE TRAVENUES TECHNOLOGY L,0,1,0.01,INE0HV901016,0,2024-10-04,,,10,NSE,IXIGO,-1.0
10100000002407,SDL HR 7.18% 2041,5,100,0.01,IN1620200155,0,2024-10-04,,,10,NSE,718HR41,-1.0
101000000024072,GOI LOAN  7.02% 2031,6,1,0.01,IN0020240076,0,2024-10-04,,,10,NSE,702GS2031,-1.0
101000000024073,LHFL 7.9265% 2027 TR 442,2,1,0.01,INE115A07QS3,0,2024-10-04,,,10,NSE,792LIC27,-1.0
101000000024075,REC 7.35% 2034 SR 235,2,1,0.01,INE020B08FE4,0,2024-10-04,,,10,NSE,735RECL34,-1.0
101000000024077,ZERODHAAMC - MID150CASE,9,1,0.01,INF0R8F01059,0,2024-10-04,,,10,NSE,MID150CASE,-1.0
101000000024081,ZERODHAAMC - TOP100CASE,9,1,0.01,INF0R8F01067,0,2024-10-04,,,10,NSE,TOP100CASE,-1.0
101000000024089,TCHFL 8.05% 2029 SR A,2,1,0.01,INE033L07IH5,0,2024-10-04,,,10,NSE,805TCHFL29,-1.0
101000000024093,GOI TBILL 182D-19/12/24,7,100,0.01,IN002024Y126,0,2024-10-04,,,10,NSE,182D191224,-1.0
101000000024095,GOI TBILL 364D-19/06/25,7,100,0.01,IN002024Z123,0,2024-10-04,,,10,NSE,364D190625,-1.0
101000000024096,SDL GJ 7.23% 2027,5,100,0.01,IN1520240012,0,2024-10-04,,,10,NSE,723GJ27,-1.0
101000000024098,SDL RJ 7.38% 2033,5,100,0.01,IN2920240131,0,2024-10-04,,,10,NSE,738RJ33,-1.0
101000000024099,SDL PN 7.39% 2033,5,100,0.01,IN2820240132,0,2024-10-04,,,10,NSE,739PN33,-1.0
101000000024100,UTI-FIIF AIP - III - RG,8,1,0.01,INF789F01FS9,0,2024-10-04,,,10,NSE,UIAIPRGIII,-1.0
101000000024101,SDL HR 7.36% 2034,5,100,0.01,IN1620240060,0,2024-10-04,,,10,NSE,736HR34,-1.0
101000000024102,SDL TS 7.35% 2036,5,100,0.01,IN4520240115,0,2024-10-04,,,10,NSE,735TS36,-1.0
101000000024103,UTI-FIIF AIP - III - RDP,8,1,0.01,INF789F01FQ3,0,2024-10-04,,,10,NSE,UIAIPRPIII,-1.0
101000000024104,SDL TS 7.35% 2038,5,100,0.01,IN4520240123,0,2024-10-04,,,10,NSE,735TS38,-1.0
101000000024105,SDL JK 7.33% 2051,5,100,0.01,IN4920240061,0,2024-10-04,,,10,NSE,733JK51,-1.0
101000000024107,SKIL INFRASTRUCTURE LTD.,0,1,0.01,INE429F01012,0,2024-10-04,,,10,NSE,SKIL,-1.0
101000000024108,GP ECO SOLUTIONS INDIA L,0,1200,0.05,INE0S7E01015,0,2024-10-04,,,10,NSE,GPECO,-1.0
101000000024114,NHB 7.59% 2027,2,1,0.01,INE557F08FZ1,0,2024-10-04,,,10,NSE,759NH27,-1.0
101000000024117,BARODABNP - BBNPNBETF,9,1,0.01,INF251K01TL6,0,2024-10-04,,,10,NSE,BBNPNBETF,-1.0
10100000002412,PIRAMAL ENTERPRISES LTD,0,1,0.05,INE140A01024,0,2024-10-04,,,10,NSE,PEL,-1.0
101000000024129,NIFL 8.07% 2029 SR 01,2,1,0.01,INE246R07731,0,2024-10-04,,,10,NSE,807NIIF29,-1.0
10100000002413,SDL RJ 7.22% 2041,5,100,0.01,IN2920200721,0,2024-10-04,,,10,NSE,722RJ41,-1.0
101000000024131,SFL 8.12% 2027 SR Y2,2,1,0.01,INE660A07RT4,0,2024-10-04,,,10,NSE,812SFL27,-1.0
101000000024133,SEC RE NCD 9.20% SR I,2,1,0.01,INE413U07285,0,2024-10-04,,,10,NSE,920IIFLS26,-1.0
101000000024135,SEC RE NCD 9.60% SR II,2,1,0.01,INE413U07335,0,2024-10-04,,,10,NSE,960IIFLS26,-1.0
101000000024137,SEC RE NCD 9.57% SR III,2,1,0.01,INE413U07327,0,2024-10-04,,,10,NSE,957IIFLS27,-1.0
101000000024139,SEC RE NCD 10.00% SR IV,2,1,0.01,INE413U07293,0,2024-10-04,,,10,NSE,10IIFLSF27,-1.0
10100000002414,SDL WB 7.23% 2041,5,100,0.01,IN3420200260,0,2024-10-04,,,10,NSE,723WB41,-1.0
101000000024141,SEC RE NCD 10.03% SR V,2,1,0.01,INE413U07301,0,2024-10-04,,,10,NSE,1003IIFL29,-1.0
101000000024143,SEC RE NCD 10.50% SR VI,2,1,0.01,INE413U07319,0,2024-10-04,,,10,NSE,1050IIFL29,-1.0
101000000024147,JHS SVENDGAARD RETAIL V L,0,1,0.01,INE03DD01011,0,2024-10-04,,,10,NSE,RETAIL,-1.0
101000000024150,FALCON TECHNOPROJ IND LTD,0,1200,0.05,INE0PQK01013,0,2024-10-04,,,10,NSE,FALCONTECH,-1.0
101000000024154,DEE DEVELOPMENT ENG LTD,0,1,0.05,INE841L01016,0,2024-10-04,,,10,NSE,DEEDEV,-1.0
101000000024159,AKME FINTRADE (INDIA) LTD,0,1,0.01,INE916Y01019,0,2024-10-04,,,10,NSE,AFIL,-1.0
101000000024164,DURLAX TOP SURFACE LTD,0,2000,0.05,INE0OUW01013,0,2024-10-04,,,10,NSE,DURLAX,-1.0
101000000024169,SOLAR ACT RS.3.50 PPD UP,0,1,0.05,IN9624Z01014,0,2024-10-04,,,10,NSE,SOLARAPP,-1.0
101000000024171,SIDBI 7.68% 2027 SR I,2,1,0.01,INE556F08KQ2,0,2024-10-04,,,10,NSE,768SID27,-1.0
101000000024173,WINNY IMMIGRA & EDU SER L,0,1000,0.05,INE0S9101013,0,2024-10-04,,,10,NSE,WINNY,-1.0
101000000024177,NOM 8.25% 2027 SR 01,2,1,0.01,INE127K08017,0,2024-10-04,,,10,NSE,825NOM27,-1.0
101000000024179,IR 7.44% 2034 XVI B,2,1,0.01,INE202E08219,0,2024-10-04,,,10,NSE,744IREDA34,-1.0
101000000024181,SDL RJ 7.34% 2034,5,100,0.01,IN2920240149,0,2024-10-04,,,10,NSE,734RJ34,-1.0
101000000024182,SDL AP 7.34% 2035,5,100,0.01,IN1020240330,0,2024-10-04,,,10,NSE,734AP35,-1.0
101000000024183,SDL HR 7.33% 2036,5,100,0.01,IN1620240078,0,2024-10-04,,,10,NSE,733HR36,-1.0
101000000024184,PI INDUSTRIES LTD,0,1,0.05,INE603J01030,0,2024-10-04,,,10,NSE,PIIND,-1.0
101000000024185,SDL WB 7.34% 2039,5,100,0.01,IN3420240027,0,2024-10-04,,,10,NSE,734WB39,-1.0
101000000024186,SDL MZ 7.36% 2039,5,100,0.01,IN2520240028,0,2024-10-04,,,10,NSE,736MZ39,-1.0
101000000024190,SYMPHONY LIMITED,0,1,0.05,INE225D01027,0,2024-10-04,,,10,NSE,SYMPHONY,-1.0
101000000024191,SDL KL 7.32% 2041,5,100,0.01,IN2020240064,0,2024-10-04,,,10,NSE,732KL41,-1.0
101000000024192,SDL TS 7.31% 2042,5,100,0.01,IN4520240131,0,2024-10-04,,,10,NSE,731TS42,-1.0
101000000024196,VADILAL INDUSTRIES LTD,0,1,0.05,INE694D01016,0,2024-10-04,,,10,NSE,VADILALIND,-1.0
101000000024197,SDL WB 7.34% 2042,5,100,0.01,IN3420240035,0,2024-10-04,,,10,NSE,734WB42,-1.0
101000000024198,SDL RJ 7.33% 2043,5,100,0.01,IN2920240156,0,2024-10-04,,,10,NSE,733RJ43,-1.0
